"","subject","trial","offer.1","offer.2","u1","u2","choice_prob","choice"
"464",5,64,1,3,-0.1,0.6,0.331812227831834,1
"465",5,65,4,6,-0.4,0.5,0.289050497374996,2
"466",5,66,1,2,-0.1,0.1,0.450166002687522,1
"467",5,67,6,4,0.5,-0.4,0.710949502625004,1
"468",5,68,1,4,-0.1,-0.4,0.574442516811659,2
"469",5,69,3,6,0.6,0.5,0.52497918747894,2
"470",5,70,4,3,-0.4,0.6,0.268941421369995,2
"471",5,71,4,6,-0.4,0.5,0.289050497374996,2
"472",5,72,4,1,-0.4,-0.1,0.425557483188341,2
"473",5,73,1,3,-0.1,0.6,0.331812227831834,2
"474",5,74,5,6,-0.5,0.5,0.268941421369995,2
"475",5,75,1,2,-0.1,0.1,0.450166002687522,1
"476",5,76,1,5,-0.1,-0.5,0.598687660112452,1
"477",5,77,3,1,0.6,-0.1,0.668187772168166,1
"478",5,78,2,6,0.1,0.5,0.401312339887548,1
"479",5,79,6,2,0.5,0.1,0.598687660112452,1
"480",5,80,6,4,0.5,-0.4,0.710949502625004,2
"481",5,81,6,3,0.5,0.6,0.47502081252106,2
"482",5,82,6,1,0.5,-0.1,0.645656306225795,1
"483",5,83,4,6,-0.4,0.5,0.289050497374996,1
"484",5,84,3,2,0.6,0.1,0.622459331201855,2
"485",5,85,5,2,-0.5,0.1,0.354343693774205,1
"486",5,86,5,1,-0.5,-0.1,0.401312339887548,2
"487",5,87,3,1,0.6,-0.1,0.668187772168166,1
"488",5,88,6,4,0.5,-0.4,0.710949502625004,1
"489",5,89,4,1,-0.4,-0.1,0.425557483188341,1
"490",5,90,1,4,-0.1,-0.4,0.574442516811659,1
"491",5,91,6,3,0.5,0.6,0.47502081252106,2
"492",5,92,2,5,0.1,-0.5,0.645656306225795,2
"493",5,93,3,1,0.6,-0.1,0.668187772168166,1
"494",5,94,2,6,0.1,0.5,0.401312339887548,1
"495",5,95,4,6,-0.4,0.5,0.289050497374996,2
"496",5,96,4,3,-0.4,0.6,0.268941421369995,1
"497",5,97,2,6,0.1,0.5,0.401312339887548,2
"498",5,98,5,2,-0.5,0.1,0.354343693774205,1
"499",5,99,1,4,-0.1,-0.4,0.574442516811659,1
"500",5,100,6,2,0.5,0.1,0.598687660112452,1
"501",6,1,4,6,-0.4,0.5,0.289050497374996,2
"502",6,2,3,2,0.6,0.1,0.622459331201855,1
"503",6,3,3,6,0.6,0.5,0.52497918747894,2
"504",6,4,3,1,0.6,-0.1,0.668187772168166,2
"505",6,5,2,4,0.1,-0.4,0.622459331201855,1
"506",6,6,3,5,0.6,-0.5,0.750260105595118,1
"507",6,7,5,2,-0.5,0.1,0.354343693774205,2
"508",6,8,1,3,-0.1,0.6,0.331812227831834,2
"509",6,9,5,3,-0.5,0.6,0.249739894404882,2
"510",6,10,6,4,0.5,-0.4,0.710949502625004,1
"511",6,11,2,1,0.1,-0.1,0.549833997312478,1
"512",6,12,5,4,-0.5,-0.4,0.47502081252106,2
"513",6,13,2,3,0.1,0.6,0.377540668798145,1
"514",6,14,5,6,-0.5,0.5,0.268941421369995,1
"515",6,15,5,6,-0.5,0.5,0.268941421369995,2
"516",6,16,4,6,-0.4,0.5,0.289050497374996,2
"517",6,17,2,1,0.1,-0.1,0.549833997312478,1
"518",6,18,1,4,-0.1,-0.4,0.574442516811659,2
"519",6,19,3,5,0.6,-0.5,0.750260105595118,1
"520",6,20,5,6,-0.5,0.5,0.268941421369995,2
"521",6,21,3,4,0.6,-0.4,0.731058578630005,1
"522",6,22,4,6,-0.4,0.5,0.289050497374996,2
"523",6,23,5,6,-0.5,0.5,0.268941421369995,2
"524",6,24,6,3,0.5,0.6,0.47502081252106,1
"525",6,25,6,5,0.5,-0.5,0.731058578630005,1
"526",6,26,6,5,0.5,-0.5,0.731058578630005,2
"527",6,27,3,6,0.6,0.5,0.52497918747894,2
"528",6,28,1,3,-0.1,0.6,0.331812227831834,2
"529",6,29,4,5,-0.4,-0.5,0.52497918747894,1
"530",6,30,3,2,0.6,0.1,0.622459331201855,1
"531",6,31,5,2,-0.5,0.1,0.354343693774205,2
"532",6,32,2,3,0.1,0.6,0.377540668798145,1
"533",6,33,6,2,0.5,0.1,0.598687660112452,1
"534",6,34,1,6,-0.1,0.5,0.354343693774205,1
"535",6,35,4,6,-0.4,0.5,0.289050497374996,1
"536",6,36,1,6,-0.1,0.5,0.354343693774205,2
"537",6,37,2,6,0.1,0.5,0.401312339887548,1
"538",6,38,3,4,0.6,-0.4,0.731058578630005,1
"539",6,39,5,2,-0.5,0.1,0.354343693774205,2
"540",6,40,2,1,0.1,-0.1,0.549833997312478,2
"541",6,41,4,3,-0.4,0.6,0.268941421369995,2
"542",6,42,4,2,-0.4,0.1,0.377540668798145,2
"543",6,43,1,2,-0.1,0.1,0.450166002687522,2
"544",6,44,2,1,0.1,-0.1,0.549833997312478,1
"545",6,45,3,6,0.6,0.5,0.52497918747894,2
"546",6,46,1,2,-0.1,0.1,0.450166002687522,2
"547",6,47,5,3,-0.5,0.6,0.249739894404882,2
"548",6,48,6,1,0.5,-0.1,0.645656306225795,1
"549",6,49,6,5,0.5,-0.5,0.731058578630005,2
"550",6,50,2,3,0.1,0.6,0.377540668798145,2
"551",6,51,1,4,-0.1,-0.4,0.574442516811659,2
"552",6,52,2,3,0.1,0.6,0.377540668798145,2
"553",6,53,2,6,0.1,0.5,0.401312339887548,2
"554",6,54,3,5,0.6,-0.5,0.750260105595118,1
"555",6,55,3,2,0.6,0.1,0.622459331201855,1
"556",6,56,3,1,0.6,-0.1,0.668187772168166,1
"557",6,57,6,4,0.5,-0.4,0.710949502625004,1
"558",6,58,6,2,0.5,0.1,0.598687660112452,2
"559",6,59,1,3,-0.1,0.6,0.331812227831834,1
"560",6,60,3,6,0.6,0.5,0.52497918747894,1
"561",6,61,3,6,0.6,0.5,0.52497918747894,1
"562",6,62,4,5,-0.4,-0.5,0.52497918747894,1
"563",6,63,5,4,-0.5,-0.4,0.47502081252106,2
"564",6,64,4,3,-0.4,0.6,0.268941421369995,2
"565",6,65,4,3,-0.4,0.6,0.268941421369995,1
"566",6,66,5,6,-0.5,0.5,0.268941421369995,2
"567",6,67,3,1,0.6,-0.1,0.668187772168166,1
"568",6,68,3,6,0.6,0.5,0.52497918747894,1
"569",6,69,4,6,-0.4,0.5,0.289050497374996,2
"570",6,70,3,6,0.6,0.5,0.52497918747894,1
"571",6,71,2,3,0.1,0.6,0.377540668798145,2
"572",6,72,6,2,0.5,0.1,0.598687660112452,2
"573",6,73,6,1,0.5,-0.1,0.645656306225795,2
"574",6,74,1,6,-0.1,0.5,0.354343693774205,1
"575",6,75,4,3,-0.4,0.6,0.268941421369995,2
"576",6,76,1,3,-0.1,0.6,0.331812227831834,2
"577",6,77,3,2,0.6,0.1,0.622459331201855,1
"578",6,78,3,1,0.6,-0.1,0.668187772168166,1
"579",6,79,4,1,-0.4,-0.1,0.425557483188341,1
"580",6,80,5,3,-0.5,0.6,0.249739894404882,2
"581",6,81,3,4,0.6,-0.4,0.731058578630005,1
"582",6,82,5,1,-0.5,-0.1,0.401312339887548,2
"583",6,83,4,3,-0.4,0.6,0.268941421369995,2
"584",6,84,5,2,-0.5,0.1,0.354343693774205,1
"585",6,85,6,1,0.5,-0.1,0.645656306225795,2
"586",6,86,2,6,0.1,0.5,0.401312339887548,1
"587",6,87,3,2,0.6,0.1,0.622459331201855,2
"588",6,88,2,6,0.1,0.5,0.401312339887548,2
"589",6,89,4,1,-0.4,-0.1,0.425557483188341,2
"590",6,90,1,3,-0.1,0.6,0.331812227831834,1
"591",6,91,4,2,-0.4,0.1,0.377540668798145,2
"592",6,92,6,1,0.5,-0.1,0.645656306225795,2
"593",6,93,1,4,-0.1,-0.4,0.574442516811659,2
"594",6,94,3,6,0.6,0.5,0.52497918747894,1
"595",6,95,2,3,0.1,0.6,0.377540668798145,1
"596",6,96,5,1,-0.5,-0.1,0.401312339887548,2
"597",6,97,6,2,0.5,0.1,0.598687660112452,1
"598",6,98,1,5,-0.1,-0.5,0.598687660112452,2
"599",6,99,1,6,-0.1,0.5,0.354343693774205,2
"600",6,100,1,6,-0.1,0.5,0.354343693774205,2
"601",7,1,5,2,-0.5,0.1,0.354343693774205,2
"602",7,2,4,2,-0.4,0.1,0.377540668798145,2
"603",7,3,1,6,-0.1,0.5,0.354343693774205,2
"604",7,4,2,3,0.1,0.6,0.377540668798145,2
"605",7,5,1,3,-0.1,0.6,0.331812227831834,2
"606",7,6,4,3,-0.4,0.6,0.268941421369995,2
"607",7,7,1,2,-0.1,0.1,0.450166002687522,1
"608",7,8,5,1,-0.5,-0.1,0.401312339887548,2
"609",7,9,1,2,-0.1,0.1,0.450166002687522,2
"610",7,10,1,3,-0.1,0.6,0.331812227831834,2
"611",7,11,4,3,-0.4,0.6,0.268941421369995,2
"612",7,12,6,5,0.5,-0.5,0.731058578630005,2
"613",7,13,4,3,-0.4,0.6,0.268941421369995,2
"614",7,14,2,6,0.1,0.5,0.401312339887548,2
"615",7,15,3,6,0.6,0.5,0.52497918747894,1
"616",7,16,1,5,-0.1,-0.5,0.598687660112452,1
"617",7,17,3,1,0.6,-0.1,0.668187772168166,1
"618",7,18,5,6,-0.5,0.5,0.268941421369995,2
"619",7,19,1,6,-0.1,0.5,0.354343693774205,2
"620",7,20,2,1,0.1,-0.1,0.549833997312478,1
"621",7,21,1,5,-0.1,-0.5,0.598687660112452,2
"622",7,22,5,1,-0.5,-0.1,0.401312339887548,1
"623",7,23,2,3,0.1,0.6,0.377540668798145,1
"624",7,24,3,2,0.6,0.1,0.622459331201855,1
"625",7,25,4,2,-0.4,0.1,0.377540668798145,1
"626",7,26,4,5,-0.4,-0.5,0.52497918747894,1
"627",7,27,3,4,0.6,-0.4,0.731058578630005,1
"628",7,28,3,2,0.6,0.1,0.622459331201855,2
"629",7,29,5,6,-0.5,0.5,0.268941421369995,1
"630",7,30,5,3,-0.5,0.6,0.249739894404882,2
"631",7,31,6,2,0.5,0.1,0.598687660112452,2
"632",7,32,2,6,0.1,0.5,0.401312339887548,1
"633",7,33,4,5,-0.4,-0.5,0.52497918747894,2
"634",7,34,5,3,-0.5,0.6,0.249739894404882,2
"635",7,35,4,3,-0.4,0.6,0.268941421369995,2
"636",7,36,1,2,-0.1,0.1,0.450166002687522,2
"637",7,37,1,5,-0.1,-0.5,0.598687660112452,2
"638",7,38,4,1,-0.4,-0.1,0.425557483188341,2
"639",7,39,1,2,-0.1,0.1,0.450166002687522,2
"640",7,40,2,5,0.1,-0.5,0.645656306225795,1
"641",7,41,2,1,0.1,-0.1,0.549833997312478,2
"642",7,42,5,1,-0.5,-0.1,0.401312339887548,2
"643",7,43,1,4,-0.1,-0.4,0.574442516811659,2
"644",7,44,5,2,-0.5,0.1,0.354343693774205,2
"645",7,45,4,3,-0.4,0.6,0.268941421369995,2
"646",7,46,5,2,-0.5,0.1,0.354343693774205,2
"647",7,47,1,2,-0.1,0.1,0.450166002687522,1
"648",7,48,6,1,0.5,-0.1,0.645656306225795,1
"649",7,49,3,1,0.6,-0.1,0.668187772168166,1
"650",7,50,6,1,0.5,-0.1,0.645656306225795,1
"651",7,51,5,1,-0.5,-0.1,0.401312339887548,2
"652",7,52,5,1,-0.5,-0.1,0.401312339887548,1
"653",7,53,1,3,-0.1,0.6,0.331812227831834,2
"654",7,54,1,4,-0.1,-0.4,0.574442516811659,2
"655",7,55,6,5,0.5,-0.5,0.731058578630005,1
"656",7,56,1,6,-0.1,0.5,0.354343693774205,2
"657",7,57,4,1,-0.4,-0.1,0.425557483188341,2
"658",7,58,6,1,0.5,-0.1,0.645656306225795,1
"659",7,59,6,1,0.5,-0.1,0.645656306225795,1
"660",7,60,4,2,-0.4,0.1,0.377540668798145,1
"661",7,61,4,6,-0.4,0.5,0.289050497374996,1
"662",7,62,3,6,0.6,0.5,0.52497918747894,2
"663",7,63,5,3,-0.5,0.6,0.249739894404882,2
"664",7,64,2,4,0.1,-0.4,0.622459331201855,1
"665",7,65,2,3,0.1,0.6,0.377540668798145,2
"666",7,66,5,6,-0.5,0.5,0.268941421369995,2
"667",7,67,3,1,0.6,-0.1,0.668187772168166,2
"668",7,68,1,3,-0.1,0.6,0.331812227831834,1
"669",7,69,5,1,-0.5,-0.1,0.401312339887548,1
"670",7,70,2,6,0.1,0.5,0.401312339887548,2
"671",7,71,3,4,0.6,-0.4,0.731058578630005,1
"672",7,72,1,5,-0.1,-0.5,0.598687660112452,2
"673",7,73,2,4,0.1,-0.4,0.622459331201855,1
"674",7,74,4,2,-0.4,0.1,0.377540668798145,2
"675",7,75,2,4,0.1,-0.4,0.622459331201855,1
"676",7,76,5,3,-0.5,0.6,0.249739894404882,2
"677",7,77,4,2,-0.4,0.1,0.377540668798145,1
"678",7,78,6,3,0.5,0.6,0.47502081252106,2
"679",7,79,3,1,0.6,-0.1,0.668187772168166,2
"680",7,80,6,3,0.5,0.6,0.47502081252106,2
"681",7,81,5,1,-0.5,-0.1,0.401312339887548,1
"682",7,82,3,2,0.6,0.1,0.622459331201855,2
"683",7,83,1,3,-0.1,0.6,0.331812227831834,2
"684",7,84,6,3,0.5,0.6,0.47502081252106,1
"685",7,85,1,2,-0.1,0.1,0.450166002687522,2
"686",7,86,6,3,0.5,0.6,0.47502081252106,2
"687",7,87,1,2,-0.1,0.1,0.450166002687522,1
"688",7,88,3,4,0.6,-0.4,0.731058578630005,2
"689",7,89,2,3,0.1,0.6,0.377540668798145,2
"690",7,90,2,5,0.1,-0.5,0.645656306225795,1
"691",7,91,1,2,-0.1,0.1,0.450166002687522,2
"692",7,92,2,6,0.1,0.5,0.401312339887548,2
"693",7,93,1,2,-0.1,0.1,0.450166002687522,1
"694",7,94,5,4,-0.5,-0.4,0.47502081252106,1
"695",7,95,4,2,-0.4,0.1,0.377540668798145,2
"696",7,96,3,2,0.6,0.1,0.622459331201855,1
"697",7,97,6,5,0.5,-0.5,0.731058578630005,1
"698",7,98,1,2,-0.1,0.1,0.450166002687522,2
"699",7,99,5,4,-0.5,-0.4,0.47502081252106,2
"700",7,100,3,6,0.6,0.5,0.52497918747894,2
"701",8,1,5,4,-0.5,-0.4,0.47502081252106,2
"702",8,2,3,1,0.6,-0.1,0.668187772168166,1
"703",8,3,1,3,-0.1,0.6,0.331812227831834,2
"704",8,4,1,2,-0.1,0.1,0.450166002687522,1
"705",8,5,6,3,0.5,0.6,0.47502081252106,1
"706",8,6,5,4,-0.5,-0.4,0.47502081252106,1
"707",8,7,1,5,-0.1,-0.5,0.598687660112452,1
"708",8,8,2,6,0.1,0.5,0.401312339887548,1
"709",8,9,3,1,0.6,-0.1,0.668187772168166,1
"710",8,10,5,3,-0.5,0.6,0.249739894404882,2
"711",8,11,3,2,0.6,0.1,0.622459331201855,2
"712",8,12,1,3,-0.1,0.6,0.331812227831834,1
"713",8,13,6,3,0.5,0.6,0.47502081252106,1
"714",8,14,6,4,0.5,-0.4,0.710949502625004,1
"715",8,15,3,4,0.6,-0.4,0.731058578630005,1
"716",8,16,6,4,0.5,-0.4,0.710949502625004,1
"717",8,17,6,5,0.5,-0.5,0.731058578630005,1
"718",8,18,2,6,0.1,0.5,0.401312339887548,2
"719",8,19,6,3,0.5,0.6,0.47502081252106,1
"720",8,20,6,3,0.5,0.6,0.47502081252106,2
"721",8,21,2,6,0.1,0.5,0.401312339887548,1
"722",8,22,6,1,0.5,-0.1,0.645656306225795,1
"723",8,23,2,4,0.1,-0.4,0.622459331201855,2
"724",8,24,5,1,-0.5,-0.1,0.401312339887548,1
"725",8,25,6,4,0.5,-0.4,0.710949502625004,2
"726",8,26,5,6,-0.5,0.5,0.268941421369995,2
"727",8,27,1,2,-0.1,0.1,0.450166002687522,2
"728",8,28,1,3,-0.1,0.6,0.331812227831834,1
"729",8,29,5,6,-0.5,0.5,0.268941421369995,2
"730",8,30,5,3,-0.5,0.6,0.249739894404882,2
"731",8,31,2,4,0.1,-0.4,0.622459331201855,2
"732",8,32,4,5,-0.4,-0.5,0.52497918747894,1
"733",8,33,3,4,0.6,-0.4,0.731058578630005,1
"734",8,34,6,1,0.5,-0.1,0.645656306225795,2
"735",8,35,3,6,0.6,0.5,0.52497918747894,2
"736",8,36,1,5,-0.1,-0.5,0.598687660112452,2
"737",8,37,1,3,-0.1,0.6,0.331812227831834,2
"738",8,38,3,4,0.6,-0.4,0.731058578630005,2
"739",8,39,6,2,0.5,0.1,0.598687660112452,1
"740",8,40,2,5,0.1,-0.5,0.645656306225795,1
"741",8,41,2,5,0.1,-0.5,0.645656306225795,2
"742",8,42,5,1,-0.5,-0.1,0.401312339887548,1
"743",8,43,3,2,0.6,0.1,0.622459331201855,2
"744",8,44,6,5,0.5,-0.5,0.731058578630005,1
"745",8,45,6,4,0.5,-0.4,0.710949502625004,1
"746",8,46,1,6,-0.1,0.5,0.354343693774205,1
"747",8,47,6,5,0.5,-0.5,0.731058578630005,1
"748",8,48,6,1,0.5,-0.1,0.645656306225795,1
"749",8,49,4,3,-0.4,0.6,0.268941421369995,1
"750",8,50,4,1,-0.4,-0.1,0.425557483188341,1
"751",8,51,5,1,-0.5,-0.1,0.401312339887548,2
"752",8,52,4,3,-0.4,0.6,0.268941421369995,1
"753",8,53,2,6,0.1,0.5,0.401312339887548,2
"754",8,54,1,3,-0.1,0.6,0.331812227831834,2
"755",8,55,4,5,-0.4,-0.5,0.52497918747894,1
"756",8,56,5,1,-0.5,-0.1,0.401312339887548,2
"757",8,57,5,2,-0.5,0.1,0.354343693774205,2
"758",8,58,5,2,-0.5,0.1,0.354343693774205,1
"759",8,59,4,2,-0.4,0.1,0.377540668798145,2
"760",8,60,2,6,0.1,0.5,0.401312339887548,2
"761",8,61,5,2,-0.5,0.1,0.354343693774205,2
"762",8,62,4,3,-0.4,0.6,0.268941421369995,2
"763",8,63,6,5,0.5,-0.5,0.731058578630005,1
"764",8,64,1,6,-0.1,0.5,0.354343693774205,1
"765",8,65,5,6,-0.5,0.5,0.268941421369995,2
"766",8,66,1,3,-0.1,0.6,0.331812227831834,2
"767",8,67,6,3,0.5,0.6,0.47502081252106,1
"768",8,68,6,3,0.5,0.6,0.47502081252106,2
"769",8,69,2,6,0.1,0.5,0.401312339887548,1
"770",8,70,4,2,-0.4,0.1,0.377540668798145,1
"771",8,71,2,1,0.1,-0.1,0.549833997312478,2
"772",8,72,5,1,-0.5,-0.1,0.401312339887548,1
"773",8,73,6,3,0.5,0.6,0.47502081252106,1
"774",8,74,2,4,0.1,-0.4,0.622459331201855,1
"775",8,75,3,2,0.6,0.1,0.622459331201855,1
"776",8,76,2,3,0.1,0.6,0.377540668798145,2
"777",8,77,5,3,-0.5,0.6,0.249739894404882,1
"778",8,78,2,4,0.1,-0.4,0.622459331201855,2
"779",8,79,3,1,0.6,-0.1,0.668187772168166,1
"780",8,80,1,5,-0.1,-0.5,0.598687660112452,2
"781",8,81,2,3,0.1,0.6,0.377540668798145,2
"782",8,82,2,4,0.1,-0.4,0.622459331201855,1
"783",8,83,1,3,-0.1,0.6,0.331812227831834,1
"784",8,84,4,5,-0.4,-0.5,0.52497918747894,1
"785",8,85,5,6,-0.5,0.5,0.268941421369995,1
"786",8,86,4,6,-0.4,0.5,0.289050497374996,2
"787",8,87,5,2,-0.5,0.1,0.354343693774205,2
"788",8,88,4,6,-0.4,0.5,0.289050497374996,1
"789",8,89,2,3,0.1,0.6,0.377540668798145,2
"790",8,90,5,1,-0.5,-0.1,0.401312339887548,2
"791",8,91,5,2,-0.5,0.1,0.354343693774205,1
"792",8,92,6,4,0.5,-0.4,0.710949502625004,1
"793",8,93,6,2,0.5,0.1,0.598687660112452,1
"794",8,94,2,4,0.1,-0.4,0.622459331201855,1
"795",8,95,6,3,0.5,0.6,0.47502081252106,2
"796",8,96,4,5,-0.4,-0.5,0.52497918747894,2
"797",8,97,4,3,-0.4,0.6,0.268941421369995,1
"798",8,98,6,1,0.5,-0.1,0.645656306225795,1
"799",8,99,3,4,0.6,-0.4,0.731058578630005,1
"800",8,100,6,2,0.5,0.1,0.598687660112452,1
"801",9,1,4,2,-0.4,0.1,0.377540668798145,1
"802",9,2,5,3,-0.5,0.6,0.249739894404882,1
"803",9,3,2,1,0.1,-0.1,0.549833997312478,2
"804",9,4,6,5,0.5,-0.5,0.731058578630005,1
"805",9,5,6,4,0.5,-0.4,0.710949502625004,1
"806",9,6,4,1,-0.4,-0.1,0.425557483188341,2
"807",9,7,1,6,-0.1,0.5,0.354343693774205,2
"808",9,8,2,4,0.1,-0.4,0.622459331201855,1
"809",9,9,5,3,-0.5,0.6,0.249739894404882,1
"810",9,10,1,4,-0.1,-0.4,0.574442516811659,2
"811",9,11,3,2,0.6,0.1,0.622459331201855,1
"812",9,12,1,2,-0.1,0.1,0.450166002687522,2
"813",9,13,3,6,0.6,0.5,0.52497918747894,2
"814",9,14,3,2,0.6,0.1,0.622459331201855,2
"815",9,15,6,4,0.5,-0.4,0.710949502625004,2
"816",9,16,1,6,-0.1,0.5,0.354343693774205,2
"817",9,17,3,4,0.6,-0.4,0.731058578630005,1
"818",9,18,3,2,0.6,0.1,0.622459331201855,2
"819",9,19,1,6,-0.1,0.5,0.354343693774205,1
"820",9,20,1,6,-0.1,0.5,0.354343693774205,2
"821",9,21,1,3,-0.1,0.6,0.331812227831834,2
"822",9,22,6,5,0.5,-0.5,0.731058578630005,1
"823",9,23,5,6,-0.5,0.5,0.268941421369995,2
"824",9,24,5,4,-0.5,-0.4,0.47502081252106,1
"825",9,25,5,2,-0.5,0.1,0.354343693774205,2
"826",9,26,5,3,-0.5,0.6,0.249739894404882,2
"827",9,27,4,3,-0.4,0.6,0.268941421369995,2
"828",9,28,1,4,-0.1,-0.4,0.574442516811659,1
"829",9,29,3,4,0.6,-0.4,0.731058578630005,2
"830",9,30,2,3,0.1,0.6,0.377540668798145,2
"831",9,31,5,2,-0.5,0.1,0.354343693774205,1
"832",9,32,4,5,-0.4,-0.5,0.52497918747894,1
"833",9,33,1,2,-0.1,0.1,0.450166002687522,1
"834",9,34,2,5,0.1,-0.5,0.645656306225795,1
"835",9,35,4,6,-0.4,0.5,0.289050497374996,2
"836",9,36,1,4,-0.1,-0.4,0.574442516811659,2
"837",9,37,3,4,0.6,-0.4,0.731058578630005,2
"838",9,38,6,1,0.5,-0.1,0.645656306225795,1
"839",9,39,2,4,0.1,-0.4,0.622459331201855,2
"840",9,40,5,1,-0.5,-0.1,0.401312339887548,2
"841",9,41,3,2,0.6,0.1,0.622459331201855,1
"842",9,42,5,1,-0.5,-0.1,0.401312339887548,1
"843",9,43,2,6,0.1,0.5,0.401312339887548,1
"844",9,44,2,6,0.1,0.5,0.401312339887548,2
"845",9,45,4,5,-0.4,-0.5,0.52497918747894,2
"846",9,46,1,4,-0.1,-0.4,0.574442516811659,1
"847",9,47,4,1,-0.4,-0.1,0.425557483188341,2
"848",9,48,4,5,-0.4,-0.5,0.52497918747894,2
"849",9,49,1,5,-0.1,-0.5,0.598687660112452,2
"850",9,50,5,6,-0.5,0.5,0.268941421369995,1
"851",9,51,2,1,0.1,-0.1,0.549833997312478,1
"852",9,52,2,6,0.1,0.5,0.401312339887548,1
"853",9,53,5,1,-0.5,-0.1,0.401312339887548,2
"854",9,54,2,5,0.1,-0.5,0.645656306225795,1
"855",9,55,2,5,0.1,-0.5,0.645656306225795,1
"856",9,56,2,6,0.1,0.5,0.401312339887548,1
"857",9,57,3,6,0.6,0.5,0.52497918747894,2
"858",9,58,4,1,-0.4,-0.1,0.425557483188341,1
"859",9,59,4,3,-0.4,0.6,0.268941421369995,2
"860",9,60,3,1,0.6,-0.1,0.668187772168166,2
"861",9,61,1,2,-0.1,0.1,0.450166002687522,2
"862",9,62,6,2,0.5,0.1,0.598687660112452,1
"863",9,63,5,4,-0.5,-0.4,0.47502081252106,2
"864",9,64,5,4,-0.5,-0.4,0.47502081252106,2
"865",9,65,1,5,-0.1,-0.5,0.598687660112452,2
"866",9,66,1,3,-0.1,0.6,0.331812227831834,2
"867",9,67,3,2,0.6,0.1,0.622459331201855,1
"868",9,68,4,3,-0.4,0.6,0.268941421369995,2
"869",9,69,6,4,0.5,-0.4,0.710949502625004,1
"870",9,70,6,2,0.5,0.1,0.598687660112452,2
"871",9,71,1,4,-0.1,-0.4,0.574442516811659,2
"872",9,72,5,6,-0.5,0.5,0.268941421369995,1
"873",9,73,5,2,-0.5,0.1,0.354343693774205,1
"874",9,74,6,1,0.5,-0.1,0.645656306225795,2
"875",9,75,5,4,-0.5,-0.4,0.47502081252106,1
"876",9,76,3,5,0.6,-0.5,0.750260105595118,1
"877",9,77,4,3,-0.4,0.6,0.268941421369995,2
"878",9,78,6,3,0.5,0.6,0.47502081252106,1
"879",9,79,4,2,-0.4,0.1,0.377540668798145,2
"880",9,80,4,6,-0.4,0.5,0.289050497374996,2
"881",9,81,4,3,-0.4,0.6,0.268941421369995,2
"882",9,82,6,1,0.5,-0.1,0.645656306225795,2
"883",9,83,2,1,0.1,-0.1,0.549833997312478,1
"884",9,84,6,5,0.5,-0.5,0.731058578630005,1
"885",9,85,4,6,-0.4,0.5,0.289050497374996,1
"886",9,86,2,6,0.1,0.5,0.401312339887548,2
"887",9,87,6,2,0.5,0.1,0.598687660112452,2
"888",9,88,3,6,0.6,0.5,0.52497918747894,2
"889",9,89,3,2,0.6,0.1,0.622459331201855,1
"890",9,90,3,2,0.6,0.1,0.622459331201855,1
"891",9,91,4,2,-0.4,0.1,0.377540668798145,2
"892",9,92,2,4,0.1,-0.4,0.622459331201855,2
"893",9,93,6,5,0.5,-0.5,0.731058578630005,2
"894",9,94,4,3,-0.4,0.6,0.268941421369995,2
"895",9,95,3,4,0.6,-0.4,0.731058578630005,1
"896",9,96,6,4,0.5,-0.4,0.710949502625004,2
"897",9,97,3,4,0.6,-0.4,0.731058578630005,1
"898",9,98,3,5,0.6,-0.5,0.750260105595118,2
"899",9,99,5,2,-0.5,0.1,0.354343693774205,2
"900",9,100,4,3,-0.4,0.6,0.268941421369995,2
"901",10,1,1,4,-0.1,-0.4,0.574442516811659,1
"902",10,2,1,6,-0.1,0.5,0.354343693774205,2
"903",10,3,4,1,-0.4,-0.1,0.425557483188341,2
"904",10,4,4,2,-0.4,0.1,0.377540668798145,1
"905",10,5,5,6,-0.5,0.5,0.268941421369995,2
"906",10,6,3,2,0.6,0.1,0.622459331201855,2
"907",10,7,1,6,-0.1,0.5,0.354343693774205,2
"908",10,8,6,5,0.5,-0.5,0.731058578630005,1
"909",10,9,3,1,0.6,-0.1,0.668187772168166,1
"910",10,10,4,3,-0.4,0.6,0.268941421369995,2
"911",10,11,4,5,-0.4,-0.5,0.52497918747894,1
"912",10,12,2,1,0.1,-0.1,0.549833997312478,2
"913",10,13,6,4,0.5,-0.4,0.710949502625004,1
"914",10,14,1,2,-0.1,0.1,0.450166002687522,2
"915",10,15,2,3,0.1,0.6,0.377540668798145,2
"916",10,16,6,2,0.5,0.1,0.598687660112452,1
"917",10,17,2,4,0.1,-0.4,0.622459331201855,1
"918",10,18,1,2,-0.1,0.1,0.450166002687522,2
"919",10,19,4,5,-0.4,-0.5,0.52497918747894,2
"920",10,20,4,6,-0.4,0.5,0.289050497374996,2
"921",10,21,4,5,-0.4,-0.5,0.52497918747894,2
"922",10,22,2,3,0.1,0.6,0.377540668798145,2
"923",10,23,5,3,-0.5,0.6,0.249739894404882,2
"924",10,24,5,4,-0.5,-0.4,0.47502081252106,1
"925",10,25,4,1,-0.4,-0.1,0.425557483188341,1
"926",10,26,5,3,-0.5,0.6,0.249739894404882,2
"927",10,27,5,4,-0.5,-0.4,0.47502081252106,2
"928",10,28,4,2,-0.4,0.1,0.377540668798145,1
"929",10,29,6,5,0.5,-0.5,0.731058578630005,2
