"trial","subject","offer_A","RT","offer_B","is_choice_A","choice","subject_original_id"
411,10,2,2.241,5,0,5,"69d454217ba1e1dde3db1187"
412,10,8,4.121,5,0,5,"69d454217ba1e1dde3db1187"
413,10,2,3.07,5,1,2,"69d454217ba1e1dde3db1187"
414,10,7,3.155,5,0,5,"69d454217ba1e1dde3db1187"
415,10,6,1.516,5,0,5,"69d454217ba1e1dde3db1187"
416,10,4,2.388,5,1,4,"69d454217ba1e1dde3db1187"
417,10,3,2.698,5,1,3,"69d454217ba1e1dde3db1187"
418,10,3,1.282,5,0,5,"69d454217ba1e1dde3db1187"
419,10,7,1.596,5,0,5,"69d454217ba1e1dde3db1187"
420,10,6,3.164,5,0,5,"69d454217ba1e1dde3db1187"
421,10,4,3.595,5,0,5,"69d454217ba1e1dde3db1187"
422,10,8,1.561,5,0,5,"69d454217ba1e1dde3db1187"
423,10,8,1.969,5,0,5,"69d454217ba1e1dde3db1187"
424,10,7,1.161,5,1,7,"69d454217ba1e1dde3db1187"
425,10,3,3.296,5,0,5,"69d454217ba1e1dde3db1187"
426,10,2,1.521,5,1,2,"69d454217ba1e1dde3db1187"
427,10,6,1.738,5,1,6,"69d454217ba1e1dde3db1187"
428,10,4,3.755,5,0,5,"69d454217ba1e1dde3db1187"
429,10,3,2.127,5,1,3,"69d454217ba1e1dde3db1187"
430,10,2,3.158,5,0,5,"69d454217ba1e1dde3db1187"
431,10,6,4.035,5,0,5,"69d454217ba1e1dde3db1187"
432,10,8,4.166,5,0,5,"69d454217ba1e1dde3db1187"
433,10,7,1.584,5,1,7,"69d454217ba1e1dde3db1187"
434,10,4,1.427,5,1,4,"69d454217ba1e1dde3db1187"
435,10,2,3.035,5,0,5,"69d454217ba1e1dde3db1187"
436,10,6,5.226,5,0,5,"69d454217ba1e1dde3db1187"
437,10,3,3.752,5,0,5,"69d454217ba1e1dde3db1187"
438,10,4,4.567,5,0,5,"69d454217ba1e1dde3db1187"
439,10,6,2.36,5,0,5,"69d454217ba1e1dde3db1187"
440,10,4,3.544,5,1,4,"69d454217ba1e1dde3db1187"
441,10,2,4.558,5,0,5,"69d454217ba1e1dde3db1187"
442,10,3,2.665,5,1,3,"69d454217ba1e1dde3db1187"
443,10,7,2.855,5,1,7,"69d454217ba1e1dde3db1187"
444,10,8,4.71,5,0,5,"69d454217ba1e1dde3db1187"
445,10,3,2.794,5,1,3,"69d454217ba1e1dde3db1187"
446,10,2,2.214,5,1,2,"69d454217ba1e1dde3db1187"
447,10,4,2.503,5,0,5,"69d454217ba1e1dde3db1187"
448,10,7,3.452,5,0,5,"69d454217ba1e1dde3db1187"
449,10,8,2.803,5,0,5,"69d454217ba1e1dde3db1187"
450,10,4,3.691,5,1,4,"69d454217ba1e1dde3db1187"
451,10,6,2.586,5,1,6,"69d454217ba1e1dde3db1187"
452,10,6,2.066,5,1,6,"69d454217ba1e1dde3db1187"
453,10,4,2.292,5,0,5,"69d454217ba1e1dde3db1187"
454,10,7,3.381,5,1,7,"69d454217ba1e1dde3db1187"
455,10,3,2.522,5,0,5,"69d454217ba1e1dde3db1187"
456,10,6,2.228,5,1,6,"69d454217ba1e1dde3db1187"
457,10,2,2.315,5,0,5,"69d454217ba1e1dde3db1187"
458,10,2,3.588,5,0,5,"69d454217ba1e1dde3db1187"
459,10,7,1.951,5,1,7,"69d454217ba1e1dde3db1187"
460,10,3,3.24,5,1,3,"69d454217ba1e1dde3db1187"
461,10,8,3.215,5,0,5,"69d454217ba1e1dde3db1187"
462,10,6,2.538,5,0,5,"69d454217ba1e1dde3db1187"
463,10,3,2.158,5,1,3,"69d454217ba1e1dde3db1187"
464,10,7,1.766,5,0,5,"69d454217ba1e1dde3db1187"
465,10,2,1.727,5,0,5,"69d454217ba1e1dde3db1187"
466,10,4,4.552,5,0,5,"69d454217ba1e1dde3db1187"
467,10,2,3.006,5,1,2,"69d454217ba1e1dde3db1187"
468,10,3,2.764,5,0,5,"69d454217ba1e1dde3db1187"
469,10,8,1.205,5,0,5,"69d454217ba1e1dde3db1187"
470,10,3,2.168,5,0,5,"69d454217ba1e1dde3db1187"
471,10,6,1.815,5,0,5,"69d454217ba1e1dde3db1187"
472,10,6,1.107,5,0,5,"69d454217ba1e1dde3db1187"
473,10,8,0.905,5,0,5,"69d454217ba1e1dde3db1187"
474,10,7,1.607,5,0,5,"69d454217ba1e1dde3db1187"
475,10,4,1.17,5,1,4,"69d454217ba1e1dde3db1187"
476,10,2,1.805,5,1,2,"69d454217ba1e1dde3db1187"
477,10,3,1.887,5,1,3,"69d454217ba1e1dde3db1187"
478,10,4,2.018,5,0,5,"69d454217ba1e1dde3db1187"
479,10,3,3.952,5,0,5,"69d454217ba1e1dde3db1187"
480,10,8,1.715,5,1,8,"69d454217ba1e1dde3db1187"
481,10,6,2.382,5,1,6,"69d454217ba1e1dde3db1187"
482,10,8,2.09,5,1,8,"69d454217ba1e1dde3db1187"
483,10,2,1.831,5,1,2,"69d454217ba1e1dde3db1187"
484,10,8,4.851,5,0,5,"69d454217ba1e1dde3db1187"
485,10,3,1.664,5,0,5,"69d454217ba1e1dde3db1187"
486,10,2,2.342,5,0,5,"69d454217ba1e1dde3db1187"
487,10,2,2.456,5,1,2,"69d454217ba1e1dde3db1187"
488,10,4,4.283,5,0,5,"69d454217ba1e1dde3db1187"
489,10,7,1.726,5,1,7,"69d454217ba1e1dde3db1187"
490,10,6,2.221,5,1,6,"69d454217ba1e1dde3db1187"
491,10,8,1.583,5,1,8,"69d454217ba1e1dde3db1187"
492,10,3,1.325,5,0,5,"69d454217ba1e1dde3db1187"
493,10,2,1.355,5,0,5,"69d454217ba1e1dde3db1187"
494,10,6,3.053,5,1,6,"69d454217ba1e1dde3db1187"
495,10,6,2.143,5,1,6,"69d454217ba1e1dde3db1187"
496,10,4,2.232,5,0,5,"69d454217ba1e1dde3db1187"
497,10,8,2.071,5,1,8,"69d454217ba1e1dde3db1187"
498,10,4,1.888,5,1,4,"69d454217ba1e1dde3db1187"
499,10,4,4.872,5,1,4,"69d454217ba1e1dde3db1187"
500,10,7,1.78,5,1,7,"69d454217ba1e1dde3db1187"
501,10,8,2.246,5,1,8,"69d454217ba1e1dde3db1187"
502,10,7,1.724,5,0,5,"69d454217ba1e1dde3db1187"
503,10,7,3.569,5,1,7,"69d454217ba1e1dde3db1187"
504,10,3,2.144,5,1,3,"69d454217ba1e1dde3db1187"
505,10,3,2.322,5,1,3,"69d454217ba1e1dde3db1187"
506,10,6,2.021,5,0,5,"69d454217ba1e1dde3db1187"
507,10,3,4.941,5,0,5,"69d454217ba1e1dde3db1187"
508,10,2,2.234,5,1,2,"69d454217ba1e1dde3db1187"
509,10,7,2.478,5,1,7,"69d454217ba1e1dde3db1187"
510,10,8,1.504,5,0,5,"69d454217ba1e1dde3db1187"
511,10,7,2.092,5,1,7,"69d454217ba1e1dde3db1187"
512,10,3,1.664,5,1,3,"69d454217ba1e1dde3db1187"
513,10,6,2.576,5,0,5,"69d454217ba1e1dde3db1187"
514,10,4,3.037,5,0,5,"69d454217ba1e1dde3db1187"
515,10,8,4.475,5,0,5,"69d454217ba1e1dde3db1187"
516,10,8,2.491,5,0,5,"69d454217ba1e1dde3db1187"
517,10,4,2.456,5,0,5,"69d454217ba1e1dde3db1187"
518,10,7,1.011,5,0,5,"69d454217ba1e1dde3db1187"
519,10,2,2.084,5,1,2,"69d454217ba1e1dde3db1187"
520,11,7,2.733,5,0,5,"69dfb1b667293231fb257ebf"
521,11,3,3.559,5,0,5,"69dfb1b667293231fb257ebf"
522,11,2,3.617,5,1,2,"69dfb1b667293231fb257ebf"
523,11,2,3.725,5,1,2,"69dfb1b667293231fb257ebf"
524,11,6,2.827,5,0,5,"69dfb1b667293231fb257ebf"
525,11,4,2.802,5,0,5,"69dfb1b667293231fb257ebf"
526,11,7,2.186,5,1,7,"69dfb1b667293231fb257ebf"
527,11,4,2.003,5,0,5,"69dfb1b667293231fb257ebf"
528,11,3,3.829,5,1,3,"69dfb1b667293231fb257ebf"
529,11,2,2.16,5,1,2,"69dfb1b667293231fb257ebf"
530,11,4,2.776,5,0,5,"69dfb1b667293231fb257ebf"
531,11,8,2.185,5,0,5,"69dfb1b667293231fb257ebf"
532,11,8,2.526,5,0,5,"69dfb1b667293231fb257ebf"
533,11,6,1.526,5,0,5,"69dfb1b667293231fb257ebf"
534,11,7,2.587,5,1,7,"69dfb1b667293231fb257ebf"
535,11,3,3.391,5,0,5,"69dfb1b667293231fb257ebf"
536,11,8,1.591,5,1,8,"69dfb1b667293231fb257ebf"
537,11,6,3.389,5,0,5,"69dfb1b667293231fb257ebf"
538,11,7,2.908,5,1,7,"69dfb1b667293231fb257ebf"
539,11,2,3.233,5,0,5,"69dfb1b667293231fb257ebf"
540,11,8,2.82,5,1,8,"69dfb1b667293231fb257ebf"
541,11,3,3.386,5,1,3,"69dfb1b667293231fb257ebf"
542,11,6,2.67,5,1,6,"69dfb1b667293231fb257ebf"
543,11,2,2.676,5,0,5,"69dfb1b667293231fb257ebf"
544,11,8,2.719,5,0,5,"69dfb1b667293231fb257ebf"
545,11,4,4.377,5,1,4,"69dfb1b667293231fb257ebf"
546,11,3,3.931,5,1,3,"69dfb1b667293231fb257ebf"
547,11,7,2.537,5,0,5,"69dfb1b667293231fb257ebf"
548,11,8,2.464,5,1,8,"69dfb1b667293231fb257ebf"
549,11,2,4.275,5,0,5,"69dfb1b667293231fb257ebf"
550,11,3,3.137,5,0,5,"69dfb1b667293231fb257ebf"
551,11,4,3.473,5,0,5,"69dfb1b667293231fb257ebf"
552,11,4,4.049,5,1,4,"69dfb1b667293231fb257ebf"
553,11,7,4.592,5,1,7,"69dfb1b667293231fb257ebf"
554,11,6,2.293,5,0,5,"69dfb1b667293231fb257ebf"
555,11,6,4.835,5,0,5,"69dfb1b667293231fb257ebf"
556,11,8,3.832,5,0,5,"69dfb1b667293231fb257ebf"
557,11,2,3.278,5,0,5,"69dfb1b667293231fb257ebf"
558,11,4,3.302,5,1,4,"69dfb1b667293231fb257ebf"
559,11,6,3.642,5,1,6,"69dfb1b667293231fb257ebf"
560,11,7,4.054,5,1,7,"69dfb1b667293231fb257ebf"
561,11,4,2.577,5,0,5,"69dfb1b667293231fb257ebf"
562,11,7,2.55,5,1,7,"69dfb1b667293231fb257ebf"
563,11,3,3.638,5,1,3,"69dfb1b667293231fb257ebf"
564,11,2,4.251,5,1,2,"69dfb1b667293231fb257ebf"
565,11,8,2.178,5,1,8,"69dfb1b667293231fb257ebf"
566,11,4,4.834,5,0,5,"69dfb1b667293231fb257ebf"
567,11,7,2.017,5,0,5,"69dfb1b667293231fb257ebf"
568,11,6,1.348,5,1,6,"69dfb1b667293231fb257ebf"
569,11,2,1.411,5,1,2,"69dfb1b667293231fb257ebf"
570,11,3,1.719,5,1,3,"69dfb1b667293231fb257ebf"
571,11,3,1.357,5,0,5,"69dfb1b667293231fb257ebf"
572,11,8,1.883,5,1,8,"69dfb1b667293231fb257ebf"
573,11,4,1.518,5,0,5,"69dfb1b667293231fb257ebf"
574,11,4,3.231,5,1,4,"69dfb1b667293231fb257ebf"
575,11,4,2.382,5,1,4,"69dfb1b667293231fb257ebf"
576,11,3,1.244,5,0,5,"69dfb1b667293231fb257ebf"
577,11,2,2.474,5,0,5,"69dfb1b667293231fb257ebf"
578,11,7,3.08,5,0,5,"69dfb1b667293231fb257ebf"
579,11,2,1.235,5,0,5,"69dfb1b667293231fb257ebf"
580,11,6,2.471,5,1,6,"69dfb1b667293231fb257ebf"
581,11,7,2.403,5,1,7,"69dfb1b667293231fb257ebf"
582,11,3,2.43,5,1,3,"69dfb1b667293231fb257ebf"
583,11,7,3.133,5,1,7,"69dfb1b667293231fb257ebf"
584,11,8,2.12,5,1,8,"69dfb1b667293231fb257ebf"
585,11,3,3.38,5,0,5,"69dfb1b667293231fb257ebf"
586,11,6,3.225,5,0,5,"69dfb1b667293231fb257ebf"
587,11,2,3.523,5,0,5,"69dfb1b667293231fb257ebf"
588,11,6,2.693,5,1,6,"69dfb1b667293231fb257ebf"
589,11,3,2.729,5,1,3,"69dfb1b667293231fb257ebf"
590,11,8,1.284,5,1,8,"69dfb1b667293231fb257ebf"
591,11,8,2.036,5,0,5,"69dfb1b667293231fb257ebf"
592,11,6,1.762,5,1,6,"69dfb1b667293231fb257ebf"
593,11,6,4.501,5,0,5,"69dfb1b667293231fb257ebf"
594,11,6,2.876,5,0,5,"69dfb1b667293231fb257ebf"
595,11,4,1.386,5,0,5,"69dfb1b667293231fb257ebf"
596,11,7,4.856,5,0,5,"69dfb1b667293231fb257ebf"
597,11,2,4.035,5,0,5,"69dfb1b667293231fb257ebf"
598,11,3,2.123,5,0,5,"69dfb1b667293231fb257ebf"
599,11,2,1.623,5,0,5,"69dfb1b667293231fb257ebf"
600,11,4,2.064,5,1,4,"69dfb1b667293231fb257ebf"
601,11,8,2.518,5,1,8,"69dfb1b667293231fb257ebf"
602,11,7,1.605,5,1,7,"69dfb1b667293231fb257ebf"
603,11,2,1.724,5,1,2,"69dfb1b667293231fb257ebf"
604,11,4,1.599,5,0,5,"69dfb1b667293231fb257ebf"
605,11,3,1.333,5,0,5,"69dfb1b667293231fb257ebf"
606,11,8,5.592,5,0,5,"69dfb1b667293231fb257ebf"
607,11,6,1.442,5,1,6,"69dfb1b667293231fb257ebf"
608,11,3,2.803,5,1,3,"69dfb1b667293231fb257ebf"
609,11,4,2.911,5,1,4,"69dfb1b667293231fb257ebf"
610,11,7,2.005,5,1,7,"69dfb1b667293231fb257ebf"
611,11,2,3.003,5,1,2,"69dfb1b667293231fb257ebf"
612,11,6,2.628,5,0,5,"69dfb1b667293231fb257ebf"
613,11,3,2.097,5,1,3,"69dfb1b667293231fb257ebf"
614,11,6,4.804,5,1,6,"69dfb1b667293231fb257ebf"
615,11,8,2.577,5,1,8,"69dfb1b667293231fb257ebf"
616,11,7,1.929,5,0,5,"69dfb1b667293231fb257ebf"
617,11,4,1.427,5,0,5,"69dfb1b667293231fb257ebf"
618,11,8,1.993,5,0,5,"69dfb1b667293231fb257ebf"
619,11,2,4.577,5,1,2,"69dfb1b667293231fb257ebf"
620,11,3,2.338,5,1,3,"69dfb1b667293231fb257ebf"
621,11,2,2.748,5,0,5,"69dfb1b667293231fb257ebf"
622,11,7,0.722,5,0,5,"69dfb1b667293231fb257ebf"
623,11,7,2.751,5,1,7,"69dfb1b667293231fb257ebf"
624,11,8,1.785,5,0,5,"69dfb1b667293231fb257ebf"
625,11,2,2.782,5,0,5,"69dfb1b667293231fb257ebf"
626,11,3,0.924,5,1,3,"69dfb1b667293231fb257ebf"
627,11,6,2.36,5,0,5,"69dfb1b667293231fb257ebf"
628,11,4,1.948,5,1,4,"69dfb1b667293231fb257ebf"
629,11,6,1.412,5,0,5,"69dfb1b667293231fb257ebf"
630,11,3,2.203,5,1,3,"69dfb1b667293231fb257ebf"
631,11,6,2.412,5,0,5,"69dfb1b667293231fb257ebf"
632,11,7,1.715,5,1,7,"69dfb1b667293231fb257ebf"
633,11,3,1.603,5,1,3,"69dfb1b667293231fb257ebf"
634,11,8,1.485,5,1,8,"69dfb1b667293231fb257ebf"
635,11,4,2.41,5,1,4,"69dfb1b667293231fb257ebf"
636,11,2,1.176,5,1,2,"69dfb1b667293231fb257ebf"
637,11,7,1.562,5,0,5,"69dfb1b667293231fb257ebf"
638,11,4,2.572,5,1,4,"69dfb1b667293231fb257ebf"
639,11,8,1.148,5,1,8,"69dfb1b667293231fb257ebf"
640,11,3,2.73,5,1,3,"69dfb1b667293231fb257ebf"
641,11,3,1.082,5,1,3,"69dfb1b667293231fb257ebf"
642,11,2,4.804,5,0,5,"69dfb1b667293231fb257ebf"
643,11,7,3.656,5,0,5,"69dfb1b667293231fb257ebf"
644,11,6,4.543,5,0,5,"69dfb1b667293231fb257ebf"
645,11,7,4.274,5,0,5,"69dfb1b667293231fb257ebf"
646,11,6,2.829,5,1,6,"69dfb1b667293231fb257ebf"
647,11,8,1.316,5,1,8,"69dfb1b667293231fb257ebf"
648,11,4,4.014,5,0,5,"69dfb1b667293231fb257ebf"
649,11,2,2.786,5,0,5,"69dfb1b667293231fb257ebf"
650,11,3,3.313,5,0,5,"69dfb1b667293231fb257ebf"
651,11,8,2.821,5,0,5,"69dfb1b667293231fb257ebf"
652,11,4,1.568,5,0,5,"69dfb1b667293231fb257ebf"
653,11,8,1.877,5,1,8,"69dfb1b667293231fb257ebf"
654,11,7,3.116,5,1,7,"69dfb1b667293231fb257ebf"
655,11,6,1.514,5,1,6,"69dfb1b667293231fb257ebf"
656,11,4,2.033,5,0,5,"69dfb1b667293231fb257ebf"
657,12,7,2.727,5,0,5,"69e112f785f66398ad4436bf"
658,12,2,0.786,5,1,2,"69e112f785f66398ad4436bf"
659,12,2,0.638,5,0,5,"69e112f785f66398ad4436bf"
660,12,3,2.227,5,0,5,"69e112f785f66398ad4436bf"
661,12,6,2.631,5,0,5,"69e112f785f66398ad4436bf"
662,12,8,1.502,5,0,5,"69e112f785f66398ad4436bf"
663,12,6,1.183,5,1,6,"69e112f785f66398ad4436bf"
664,12,8,1.434,5,0,5,"69e112f785f66398ad4436bf"
665,12,7,1.173,5,1,7,"69e112f785f66398ad4436bf"
666,12,7,0.771,5,1,7,"69e112f785f66398ad4436bf"
667,12,4,1.323,5,0,5,"69e112f785f66398ad4436bf"
668,12,3,1.133,5,0,5,"69e112f785f66398ad4436bf"
669,12,4,1.234,5,0,5,"69e112f785f66398ad4436bf"
670,12,4,2.29,5,0,5,"69e112f785f66398ad4436bf"
671,12,6,1.663,5,0,5,"69e112f785f66398ad4436bf"
672,12,3,1.302,5,1,3,"69e112f785f66398ad4436bf"
673,12,8,1.329,5,1,8,"69e112f785f66398ad4436bf"
674,12,8,1.094,5,0,5,"69e112f785f66398ad4436bf"
675,12,3,1.303,5,1,3,"69e112f785f66398ad4436bf"
676,12,2,0.949,5,1,2,"69e112f785f66398ad4436bf"
677,12,4,1.324,5,0,5,"69e112f785f66398ad4436bf"
678,12,7,1.346,5,1,7,"69e112f785f66398ad4436bf"
679,12,7,1.479,5,1,7,"69e112f785f66398ad4436bf"
680,12,8,0.913,5,1,8,"69e112f785f66398ad4436bf"
681,12,4,1.396,5,0,5,"69e112f785f66398ad4436bf"
682,12,7,1.316,5,0,5,"69e112f785f66398ad4436bf"
683,12,8,1.502,5,0,5,"69e112f785f66398ad4436bf"
684,12,4,0.866,5,0,5,"69e112f785f66398ad4436bf"
685,12,6,1.392,5,1,6,"69e112f785f66398ad4436bf"
686,12,2,0.768,5,1,2,"69e112f785f66398ad4436bf"
687,12,3,1.215,5,1,3,"69e112f785f66398ad4436bf"
688,12,2,1.192,5,1,2,"69e112f785f66398ad4436bf"
689,12,3,1.158,5,1,3,"69e112f785f66398ad4436bf"
690,12,6,1.164,5,1,6,"69e112f785f66398ad4436bf"
691,12,6,1.273,5,0,5,"69e112f785f66398ad4436bf"
692,12,6,1.429,5,1,6,"69e112f785f66398ad4436bf"
693,12,3,2.034,5,0,5,"69e112f785f66398ad4436bf"
694,12,4,2.003,5,0,5,"69e112f785f66398ad4436bf"
695,12,8,1.499,5,1,8,"69e112f785f66398ad4436bf"
696,12,7,2.016,5,1,7,"69e112f785f66398ad4436bf"
697,12,8,1.938,5,0,5,"69e112f785f66398ad4436bf"
698,12,2,0.965,5,0,5,"69e112f785f66398ad4436bf"
699,12,4,2.075,5,1,4,"69e112f785f66398ad4436bf"
700,12,3,1.679,5,1,3,"69e112f785f66398ad4436bf"
701,12,2,1.177,5,0,5,"69e112f785f66398ad4436bf"
702,12,6,1.671,5,1,6,"69e112f785f66398ad4436bf"
703,12,2,1.669,5,0,5,"69e112f785f66398ad4436bf"
704,12,7,1.712,5,0,5,"69e112f785f66398ad4436bf"
705,12,3,1.717,5,1,3,"69e112f785f66398ad4436bf"
706,12,7,0.972,5,0,5,"69e112f785f66398ad4436bf"
707,12,6,1.768,5,0,5,"69e112f785f66398ad4436bf"
708,12,6,2.884,5,1,6,"69e112f785f66398ad4436bf"
709,12,8,1.753,5,1,8,"69e112f785f66398ad4436bf"
710,12,3,1.536,5,0,5,"69e112f785f66398ad4436bf"
711,12,4,1.504,5,1,4,"69e112f785f66398ad4436bf"
712,12,7,1.949,5,1,7,"69e112f785f66398ad4436bf"
713,12,2,0.755,5,1,2,"69e112f785f66398ad4436bf"
714,12,7,1.792,5,0,5,"69e112f785f66398ad4436bf"
715,12,4,1.889,5,1,4,"69e112f785f66398ad4436bf"
716,12,8,1.407,5,1,8,"69e112f785f66398ad4436bf"
717,12,7,2.387,5,0,5,"69e112f785f66398ad4436bf"
718,12,2,1.826,5,1,2,"69e112f785f66398ad4436bf"
719,12,4,0.867,5,1,4,"69e112f785f66398ad4436bf"
720,12,3,1.207,5,0,5,"69e112f785f66398ad4436bf"
721,12,6,1.348,5,1,6,"69e112f785f66398ad4436bf"
722,12,2,0.902,5,0,5,"69e112f785f66398ad4436bf"
723,12,3,1.085,5,0,5,"69e112f785f66398ad4436bf"
724,12,6,1.979,5,0,5,"69e112f785f66398ad4436bf"
725,12,6,2.347,5,1,6,"69e112f785f66398ad4436bf"
726,12,8,1.949,5,0,5,"69e112f785f66398ad4436bf"
727,12,2,1.22,5,1,2,"69e112f785f66398ad4436bf"
728,12,7,1.969,5,0,5,"69e112f785f66398ad4436bf"
729,12,4,2.484,5,1,4,"69e112f785f66398ad4436bf"
730,12,2,1.593,5,1,2,"69e112f785f66398ad4436bf"
731,12,7,1.392,5,0,5,"69e112f785f66398ad4436bf"
732,12,2,0.938,5,1,2,"69e112f785f66398ad4436bf"
733,12,8,2.092,5,1,8,"69e112f785f66398ad4436bf"
734,12,4,1.502,5,0,5,"69e112f785f66398ad4436bf"
735,12,3,1.758,5,0,5,"69e112f785f66398ad4436bf"
736,12,3,1.581,5,1,3,"69e112f785f66398ad4436bf"
737,12,3,1.126,5,0,5,"69e112f785f66398ad4436bf"
738,12,6,1.848,5,1,6,"69e112f785f66398ad4436bf"
739,12,8,1.29,5,1,8,"69e112f785f66398ad4436bf"
740,12,6,1.495,5,1,6,"69e112f785f66398ad4436bf"
741,12,7,1.084,5,1,7,"69e112f785f66398ad4436bf"
742,12,3,1.099,5,1,3,"69e112f785f66398ad4436bf"
743,12,8,1.991,5,1,8,"69e112f785f66398ad4436bf"
744,12,7,1.822,5,0,5,"69e112f785f66398ad4436bf"
745,12,3,1.419,5,0,5,"69e112f785f66398ad4436bf"
746,12,3,1.613,5,0,5,"69e112f785f66398ad4436bf"
747,12,6,1.769,5,1,6,"69e112f785f66398ad4436bf"
748,12,6,1.505,5,0,5,"69e112f785f66398ad4436bf"
749,12,8,2.029,5,1,8,"69e112f785f66398ad4436bf"
750,12,8,1.446,5,1,8,"69e112f785f66398ad4436bf"
751,12,2,1.67,5,0,5,"69e112f785f66398ad4436bf"
752,12,4,1.786,5,1,4,"69e112f785f66398ad4436bf"
753,12,7,1.078,5,0,5,"69e112f785f66398ad4436bf"
754,12,2,0.943,5,1,2,"69e112f785f66398ad4436bf"
755,12,4,2.088,5,1,4,"69e112f785f66398ad4436bf"
756,12,6,0.728,5,0,5,"69e112f785f66398ad4436bf"
757,12,2,0.663,5,1,2,"69e112f785f66398ad4436bf"
758,12,6,1.981,5,0,5,"69e112f785f66398ad4436bf"
759,12,8,1.303,5,0,5,"69e112f785f66398ad4436bf"
760,12,2,1.137,5,0,5,"69e112f785f66398ad4436bf"
761,12,6,1.222,5,0,5,"69e112f785f66398ad4436bf"
762,12,7,2.066,5,1,7,"69e112f785f66398ad4436bf"
763,12,3,1.403,5,1,3,"69e112f785f66398ad4436bf"
764,12,4,2.047,5,0,5,"69e112f785f66398ad4436bf"
765,12,8,1.163,5,1,8,"69e112f785f66398ad4436bf"
766,12,4,1.801,5,1,4,"69e112f785f66398ad4436bf"
767,12,8,0.47,5,1,8,"69e112f785f66398ad4436bf"
768,12,4,2.28,5,0,5,"69e112f785f66398ad4436bf"
769,12,3,1.345,5,1,3,"69e112f785f66398ad4436bf"
770,12,3,1.969,5,1,3,"69e112f785f66398ad4436bf"
771,12,2,1.692,5,0,5,"69e112f785f66398ad4436bf"
772,12,6,2.238,5,1,6,"69e112f785f66398ad4436bf"
773,12,7,1.558,5,0,5,"69e112f785f66398ad4436bf"
774,12,7,1.247,5,0,5,"69e112f785f66398ad4436bf"
775,12,3,0.964,5,0,5,"69e112f785f66398ad4436bf"
776,12,2,1.225,5,0,5,"69e112f785f66398ad4436bf"
777,12,8,0.954,5,0,5,"69e112f785f66398ad4436bf"
778,12,4,1.333,5,1,4,"69e112f785f66398ad4436bf"
779,12,8,1.283,5,0,5,"69e112f785f66398ad4436bf"
780,12,6,2.01,5,0,5,"69e112f785f66398ad4436bf"
781,12,3,1.806,5,1,3,"69e112f785f66398ad4436bf"
782,12,4,2.063,5,1,4,"69e112f785f66398ad4436bf"
783,12,4,1.339,5,0,5,"69e112f785f66398ad4436bf"
784,12,3,1.231,5,0,5,"69e112f785f66398ad4436bf"
785,12,6,1.001,5,1,6,"69e112f785f66398ad4436bf"
786,12,8,1.033,5,1,8,"69e112f785f66398ad4436bf"
787,12,7,1.088,5,0,5,"69e112f785f66398ad4436bf"
788,12,7,0.732,5,1,7,"69e112f785f66398ad4436bf"
789,12,2,0.745,5,1,2,"69e112f785f66398ad4436bf"
790,12,6,1.305,5,1,6,"69e112f785f66398ad4436bf"
791,12,7,1.587,5,1,7,"69e112f785f66398ad4436bf"
792,13,7,0.707,5,0,5,"69e142b895d9393cd23ec58d"
793,13,7,2.817,5,0,5,"69e142b895d9393cd23ec58d"
794,13,4,1.956,5,1,4,"69e142b895d9393cd23ec58d"
795,13,7,2.474,5,1,7,"69e142b895d9393cd23ec58d"
796,13,2,1.441,5,1,2,"69e142b895d9393cd23ec58d"
797,13,6,2.051,5,0,5,"69e142b895d9393cd23ec58d"
798,13,8,2.503,5,0,5,"69e142b895d9393cd23ec58d"
799,13,2,2.624,5,0,5,"69e142b895d9393cd23ec58d"
800,13,3,3.087,5,0,5,"69e142b895d9393cd23ec58d"
801,13,3,1.86,5,0,5,"69e142b895d9393cd23ec58d"
802,13,3,2.142,5,0,5,"69e142b895d9393cd23ec58d"
803,13,2,3.055,5,1,2,"69e142b895d9393cd23ec58d"
804,13,6,1.716,5,0,5,"69e142b895d9393cd23ec58d"
805,13,6,1.495,5,1,6,"69e142b895d9393cd23ec58d"
806,13,4,1.836,5,0,5,"69e142b895d9393cd23ec58d"
807,13,8,1.772,5,0,5,"69e142b895d9393cd23ec58d"
808,13,2,1.986,5,0,5,"69e142b895d9393cd23ec58d"
809,13,4,3.273,5,0,5,"69e142b895d9393cd23ec58d"
810,13,3,1.797,5,0,5,"69e142b895d9393cd23ec58d"
811,13,3,2.889,5,0,5,"69e142b895d9393cd23ec58d"
812,13,7,2.355,5,0,5,"69e142b895d9393cd23ec58d"
813,13,7,2.751,5,0,5,"69e142b895d9393cd23ec58d"
814,13,2,3.263,5,0,5,"69e142b895d9393cd23ec58d"
815,13,4,1.68,5,1,4,"69e142b895d9393cd23ec58d"
816,13,6,3.367,5,0,5,"69e142b895d9393cd23ec58d"
817,13,8,1.977,5,0,5,"69e142b895d9393cd23ec58d"
818,13,8,1.965,5,1,8,"69e142b895d9393cd23ec58d"
819,13,6,1.218,5,1,6,"69e142b895d9393cd23ec58d"
820,13,6,2.166,5,1,6,"69e142b895d9393cd23ec58d"
821,13,2,1.961,5,1,2,"69e142b895d9393cd23ec58d"
822,13,4,1.859,5,0,5,"69e142b895d9393cd23ec58d"
823,13,7,2.399,5,1,7,"69e142b895d9393cd23ec58d"
824,13,6,1.289,5,1,6,"69e142b895d9393cd23ec58d"
