"","trial","subject","offer_A","offer_B","is_choice_A","choice"
"466",466,"69d454217ba1e1dde3db1187",4,5,1,4
"467",467,"69d454217ba1e1dde3db1187",2,5,0,5
"468",468,"69d454217ba1e1dde3db1187",3,5,1,3
"469",469,"69d454217ba1e1dde3db1187",8,5,1,8
"470",470,"69d454217ba1e1dde3db1187",3,5,0,5
"471",471,"69d454217ba1e1dde3db1187",6,5,0,5
"472",472,"69d454217ba1e1dde3db1187",6,5,1,6
"473",473,"69d454217ba1e1dde3db1187",8,5,1,8
"474",474,"69d454217ba1e1dde3db1187",7,5,0,5
"475",475,"69d454217ba1e1dde3db1187",4,5,1,4
"476",476,"69d454217ba1e1dde3db1187",2,5,0,5
"477",477,"69d454217ba1e1dde3db1187",3,5,0,5
"478",478,"69d454217ba1e1dde3db1187",4,5,0,5
"479",479,"69d454217ba1e1dde3db1187",3,5,0,5
"480",480,"69d454217ba1e1dde3db1187",8,5,1,8
"481",481,"69d454217ba1e1dde3db1187",6,5,0,5
"482",482,"69d454217ba1e1dde3db1187",8,5,1,8
"483",483,"69d454217ba1e1dde3db1187",2,5,0,5
"484",484,"69d454217ba1e1dde3db1187",8,5,1,8
"485",485,"69d454217ba1e1dde3db1187",3,5,0,5
"486",486,"69d454217ba1e1dde3db1187",2,5,0,5
"487",487,"69d454217ba1e1dde3db1187",2,5,0,5
"488",488,"69d454217ba1e1dde3db1187",4,5,0,5
"489",489,"69d454217ba1e1dde3db1187",7,5,1,7
"490",490,"69d454217ba1e1dde3db1187",6,5,0,5
"491",491,"69d454217ba1e1dde3db1187",8,5,1,8
"492",492,"69d454217ba1e1dde3db1187",3,5,0,5
"493",493,"69d454217ba1e1dde3db1187",2,5,0,5
"494",494,"69d454217ba1e1dde3db1187",6,5,1,6
"495",495,"69d454217ba1e1dde3db1187",6,5,1,6
"496",496,"69d454217ba1e1dde3db1187",4,5,0,5
"497",497,"69d454217ba1e1dde3db1187",8,5,1,8
"498",498,"69d454217ba1e1dde3db1187",4,5,1,4
"499",499,"69d454217ba1e1dde3db1187",4,5,1,4
"500",500,"69d454217ba1e1dde3db1187",7,5,1,7
"501",501,"69d454217ba1e1dde3db1187",8,5,1,8
"502",502,"69d454217ba1e1dde3db1187",7,5,0,5
"503",503,"69d454217ba1e1dde3db1187",7,5,0,5
"504",504,"69d454217ba1e1dde3db1187",3,5,0,5
"505",505,"69d454217ba1e1dde3db1187",3,5,0,5
"506",506,"69d454217ba1e1dde3db1187",6,5,1,6
"507",507,"69d454217ba1e1dde3db1187",3,5,0,5
"508",508,"69d454217ba1e1dde3db1187",2,5,0,5
"509",509,"69d454217ba1e1dde3db1187",7,5,1,7
"510",510,"69d454217ba1e1dde3db1187",8,5,1,8
"511",511,"69d454217ba1e1dde3db1187",7,5,1,7
"512",512,"69d454217ba1e1dde3db1187",3,5,0,5
"513",513,"69d454217ba1e1dde3db1187",6,5,1,6
"514",514,"69d454217ba1e1dde3db1187",4,5,0,5
"515",515,"69d454217ba1e1dde3db1187",8,5,1,8
"516",516,"69d454217ba1e1dde3db1187",8,5,1,8
"517",517,"69d454217ba1e1dde3db1187",4,5,1,4
"518",518,"69d454217ba1e1dde3db1187",7,5,0,5
"519",519,"69d454217ba1e1dde3db1187",2,5,0,5
"520",520,"69dfb1b667293231fb257ebf",7,5,1,7
"521",521,"69dfb1b667293231fb257ebf",3,5,0,5
"522",522,"69dfb1b667293231fb257ebf",2,5,0,5
"523",523,"69dfb1b667293231fb257ebf",2,5,0,5
"524",524,"69dfb1b667293231fb257ebf",6,5,1,6
"525",525,"69dfb1b667293231fb257ebf",4,5,0,5
"526",526,"69dfb1b667293231fb257ebf",7,5,1,7
"527",527,"69dfb1b667293231fb257ebf",4,5,0,5
"528",528,"69dfb1b667293231fb257ebf",3,5,0,5
"529",529,"69dfb1b667293231fb257ebf",2,5,0,5
"530",530,"69dfb1b667293231fb257ebf",4,5,0,5
"531",531,"69dfb1b667293231fb257ebf",8,5,1,8
"532",532,"69dfb1b667293231fb257ebf",8,5,1,8
"533",533,"69dfb1b667293231fb257ebf",6,5,1,6
"534",534,"69dfb1b667293231fb257ebf",7,5,1,7
"535",535,"69dfb1b667293231fb257ebf",3,5,0,5
"536",536,"69dfb1b667293231fb257ebf",8,5,1,8
"537",537,"69dfb1b667293231fb257ebf",6,5,1,6
"538",538,"69dfb1b667293231fb257ebf",7,5,1,7
"539",539,"69dfb1b667293231fb257ebf",2,5,0,5
"540",540,"69dfb1b667293231fb257ebf",8,5,1,8
"541",541,"69dfb1b667293231fb257ebf",3,5,0,5
"542",542,"69dfb1b667293231fb257ebf",6,5,1,6
"543",543,"69dfb1b667293231fb257ebf",2,5,0,5
"544",544,"69dfb1b667293231fb257ebf",8,5,1,8
"545",545,"69dfb1b667293231fb257ebf",4,5,1,4
"546",546,"69dfb1b667293231fb257ebf",3,5,0,5
"547",547,"69dfb1b667293231fb257ebf",7,5,1,7
"548",548,"69dfb1b667293231fb257ebf",8,5,1,8
"549",549,"69dfb1b667293231fb257ebf",2,5,0,5
"550",550,"69dfb1b667293231fb257ebf",3,5,1,3
"551",551,"69dfb1b667293231fb257ebf",4,5,1,4
"552",552,"69dfb1b667293231fb257ebf",4,5,0,5
"553",553,"69dfb1b667293231fb257ebf",7,5,0,5
"554",554,"69dfb1b667293231fb257ebf",6,5,1,6
"555",555,"69dfb1b667293231fb257ebf",6,5,0,5
"556",556,"69dfb1b667293231fb257ebf",8,5,0,5
"557",557,"69dfb1b667293231fb257ebf",2,5,0,5
"558",558,"69dfb1b667293231fb257ebf",4,5,0,5
"559",559,"69dfb1b667293231fb257ebf",6,5,1,6
"560",560,"69dfb1b667293231fb257ebf",7,5,1,7
"561",561,"69dfb1b667293231fb257ebf",4,5,0,5
"562",562,"69dfb1b667293231fb257ebf",7,5,1,7
"563",563,"69dfb1b667293231fb257ebf",3,5,0,5
"564",564,"69dfb1b667293231fb257ebf",2,5,1,2
"565",565,"69dfb1b667293231fb257ebf",8,5,1,8
"566",566,"69dfb1b667293231fb257ebf",4,5,0,5
"567",567,"69dfb1b667293231fb257ebf",7,5,1,7
"568",568,"69dfb1b667293231fb257ebf",6,5,0,5
"569",569,"69dfb1b667293231fb257ebf",2,5,0,5
"570",570,"69dfb1b667293231fb257ebf",3,5,0,5
"571",571,"69dfb1b667293231fb257ebf",3,5,1,3
"572",572,"69dfb1b667293231fb257ebf",8,5,1,8
"573",573,"69dfb1b667293231fb257ebf",4,5,0,5
"574",574,"69dfb1b667293231fb257ebf",4,5,0,5
"575",575,"69dfb1b667293231fb257ebf",4,5,0,5
"576",576,"69dfb1b667293231fb257ebf",3,5,0,5
"577",577,"69dfb1b667293231fb257ebf",2,5,0,5
"578",578,"69dfb1b667293231fb257ebf",7,5,0,5
"579",579,"69dfb1b667293231fb257ebf",2,5,0,5
"580",580,"69dfb1b667293231fb257ebf",6,5,1,6
"581",581,"69dfb1b667293231fb257ebf",7,5,0,5
"582",582,"69dfb1b667293231fb257ebf",3,5,0,5
"583",583,"69dfb1b667293231fb257ebf",7,5,1,7
"584",584,"69dfb1b667293231fb257ebf",8,5,1,8
"585",585,"69dfb1b667293231fb257ebf",3,5,0,5
"586",586,"69dfb1b667293231fb257ebf",6,5,1,6
"587",587,"69dfb1b667293231fb257ebf",2,5,0,5
"588",588,"69dfb1b667293231fb257ebf",6,5,1,6
"589",589,"69dfb1b667293231fb257ebf",3,5,1,3
"590",590,"69dfb1b667293231fb257ebf",8,5,1,8
"591",591,"69dfb1b667293231fb257ebf",8,5,1,8
"592",592,"69dfb1b667293231fb257ebf",6,5,1,6
"593",593,"69dfb1b667293231fb257ebf",6,5,1,6
"594",594,"69dfb1b667293231fb257ebf",6,5,1,6
"595",595,"69dfb1b667293231fb257ebf",4,5,0,5
"596",596,"69dfb1b667293231fb257ebf",7,5,1,7
"597",597,"69dfb1b667293231fb257ebf",2,5,0,5
"598",598,"69dfb1b667293231fb257ebf",3,5,0,5
"599",599,"69dfb1b667293231fb257ebf",2,5,0,5
"600",600,"69dfb1b667293231fb257ebf",4,5,0,5
"601",601,"69dfb1b667293231fb257ebf",8,5,1,8
"602",602,"69dfb1b667293231fb257ebf",7,5,1,7
"603",603,"69dfb1b667293231fb257ebf",2,5,0,5
"604",604,"69dfb1b667293231fb257ebf",4,5,1,4
"605",605,"69dfb1b667293231fb257ebf",3,5,0,5
"606",606,"69dfb1b667293231fb257ebf",8,5,1,8
"607",607,"69dfb1b667293231fb257ebf",6,5,1,6
"608",608,"69dfb1b667293231fb257ebf",3,5,1,3
"609",609,"69dfb1b667293231fb257ebf",4,5,1,4
"610",610,"69dfb1b667293231fb257ebf",7,5,0,5
"611",611,"69dfb1b667293231fb257ebf",2,5,0,5
"612",612,"69dfb1b667293231fb257ebf",6,5,1,6
"613",613,"69dfb1b667293231fb257ebf",3,5,1,3
"614",614,"69dfb1b667293231fb257ebf",6,5,1,6
"615",615,"69dfb1b667293231fb257ebf",8,5,0,5
"616",616,"69dfb1b667293231fb257ebf",7,5,1,7
"617",617,"69dfb1b667293231fb257ebf",4,5,1,4
"618",618,"69dfb1b667293231fb257ebf",8,5,1,8
"619",619,"69dfb1b667293231fb257ebf",2,5,0,5
"620",620,"69dfb1b667293231fb257ebf",3,5,1,3
"621",621,"69dfb1b667293231fb257ebf",2,5,0,5
"622",622,"69dfb1b667293231fb257ebf",7,5,1,7
"623",623,"69dfb1b667293231fb257ebf",7,5,1,7
"624",624,"69dfb1b667293231fb257ebf",8,5,1,8
"625",625,"69dfb1b667293231fb257ebf",2,5,0,5
"626",626,"69dfb1b667293231fb257ebf",3,5,1,3
"627",627,"69dfb1b667293231fb257ebf",6,5,1,6
"628",628,"69dfb1b667293231fb257ebf",4,5,0,5
"629",629,"69dfb1b667293231fb257ebf",6,5,1,6
"630",630,"69dfb1b667293231fb257ebf",3,5,0,5
"631",631,"69dfb1b667293231fb257ebf",6,5,1,6
"632",632,"69dfb1b667293231fb257ebf",7,5,1,7
"633",633,"69dfb1b667293231fb257ebf",3,5,0,5
"634",634,"69dfb1b667293231fb257ebf",8,5,1,8
"635",635,"69dfb1b667293231fb257ebf",4,5,0,5
"636",636,"69dfb1b667293231fb257ebf",2,5,0,5
"637",637,"69dfb1b667293231fb257ebf",7,5,1,7
"638",638,"69dfb1b667293231fb257ebf",4,5,1,4
"639",639,"69dfb1b667293231fb257ebf",8,5,1,8
"640",640,"69dfb1b667293231fb257ebf",3,5,0,5
"641",641,"69dfb1b667293231fb257ebf",3,5,0,5
"642",642,"69dfb1b667293231fb257ebf",2,5,0,5
"643",643,"69dfb1b667293231fb257ebf",7,5,0,5
"644",644,"69dfb1b667293231fb257ebf",6,5,0,5
"645",645,"69dfb1b667293231fb257ebf",7,5,0,5
"646",646,"69dfb1b667293231fb257ebf",6,5,0,5
"647",647,"69dfb1b667293231fb257ebf",8,5,1,8
"648",648,"69dfb1b667293231fb257ebf",4,5,0,5
"649",649,"69dfb1b667293231fb257ebf",2,5,0,5
"650",650,"69dfb1b667293231fb257ebf",3,5,0,5
"651",651,"69dfb1b667293231fb257ebf",8,5,1,8
"652",652,"69dfb1b667293231fb257ebf",4,5,1,4
"653",653,"69dfb1b667293231fb257ebf",8,5,1,8
"654",654,"69dfb1b667293231fb257ebf",7,5,1,7
"655",655,"69dfb1b667293231fb257ebf",6,5,0,5
"656",656,"69dfb1b667293231fb257ebf",4,5,0,5
"657",657,"69e112f785f66398ad4436bf",7,5,1,7
"658",658,"69e112f785f66398ad4436bf",2,5,0,5
"659",659,"69e112f785f66398ad4436bf",2,5,0,5
"660",660,"69e112f785f66398ad4436bf",3,5,0,5
"661",661,"69e112f785f66398ad4436bf",6,5,1,6
"662",662,"69e112f785f66398ad4436bf",8,5,1,8
"663",663,"69e112f785f66398ad4436bf",6,5,1,6
"664",664,"69e112f785f66398ad4436bf",8,5,1,8
"665",665,"69e112f785f66398ad4436bf",7,5,1,7
"666",666,"69e112f785f66398ad4436bf",7,5,1,7
"667",667,"69e112f785f66398ad4436bf",4,5,0,5
"668",668,"69e112f785f66398ad4436bf",3,5,0,5
"669",669,"69e112f785f66398ad4436bf",4,5,0,5
"670",670,"69e112f785f66398ad4436bf",4,5,1,4
"671",671,"69e112f785f66398ad4436bf",6,5,1,6
"672",672,"69e112f785f66398ad4436bf",3,5,0,5
"673",673,"69e112f785f66398ad4436bf",8,5,1,8
"674",674,"69e112f785f66398ad4436bf",8,5,1,8
"675",675,"69e112f785f66398ad4436bf",3,5,1,3
"676",676,"69e112f785f66398ad4436bf",2,5,1,2
"677",677,"69e112f785f66398ad4436bf",4,5,1,4
"678",678,"69e112f785f66398ad4436bf",7,5,1,7
"679",679,"69e112f785f66398ad4436bf",7,5,1,7
"680",680,"69e112f785f66398ad4436bf",8,5,1,8
"681",681,"69e112f785f66398ad4436bf",4,5,0,5
"682",682,"69e112f785f66398ad4436bf",7,5,1,7
"683",683,"69e112f785f66398ad4436bf",8,5,1,8
"684",684,"69e112f785f66398ad4436bf",4,5,0,5
"685",685,"69e112f785f66398ad4436bf",6,5,1,6
"686",686,"69e112f785f66398ad4436bf",2,5,0,5
"687",687,"69e112f785f66398ad4436bf",3,5,0,5
"688",688,"69e112f785f66398ad4436bf",2,5,0,5
"689",689,"69e112f785f66398ad4436bf",3,5,0,5
"690",690,"69e112f785f66398ad4436bf",6,5,1,6
"691",691,"69e112f785f66398ad4436bf",6,5,1,6
"692",692,"69e112f785f66398ad4436bf",6,5,1,6
"693",693,"69e112f785f66398ad4436bf",3,5,0,5
"694",694,"69e112f785f66398ad4436bf",4,5,0,5
"695",695,"69e112f785f66398ad4436bf",8,5,1,8
"696",696,"69e112f785f66398ad4436bf",7,5,0,5
"697",697,"69e112f785f66398ad4436bf",8,5,1,8
"698",698,"69e112f785f66398ad4436bf",2,5,0,5
"699",699,"69e112f785f66398ad4436bf",4,5,0,5
"700",700,"69e112f785f66398ad4436bf",3,5,0,5
"701",701,"69e112f785f66398ad4436bf",2,5,0,5
"702",702,"69e112f785f66398ad4436bf",6,5,1,6
"703",703,"69e112f785f66398ad4436bf",2,5,0,5
"704",704,"69e112f785f66398ad4436bf",7,5,1,7
"705",705,"69e112f785f66398ad4436bf",3,5,1,3
"706",706,"69e112f785f66398ad4436bf",7,5,1,7
"707",707,"69e112f785f66398ad4436bf",6,5,1,6
"708",708,"69e112f785f66398ad4436bf",6,5,1,6
"709",709,"69e112f785f66398ad4436bf",8,5,1,8
"710",710,"69e112f785f66398ad4436bf",3,5,0,5
"711",711,"69e112f785f66398ad4436bf",4,5,0,5
"712",712,"69e112f785f66398ad4436bf",7,5,1,7
"713",713,"69e112f785f66398ad4436bf",2,5,0,5
"714",714,"69e112f785f66398ad4436bf",7,5,1,7
"715",715,"69e112f785f66398ad4436bf",4,5,0,5
"716",716,"69e112f785f66398ad4436bf",8,5,1,8
"717",717,"69e112f785f66398ad4436bf",7,5,1,7
"718",718,"69e112f785f66398ad4436bf",2,5,1,2
"719",719,"69e112f785f66398ad4436bf",4,5,0,5
"720",720,"69e112f785f66398ad4436bf",3,5,0,5
"721",721,"69e112f785f66398ad4436bf",6,5,1,6
"722",722,"69e112f785f66398ad4436bf",2,5,0,5
"723",723,"69e112f785f66398ad4436bf",3,5,0,5
"724",724,"69e112f785f66398ad4436bf",6,5,0,5
"725",725,"69e112f785f66398ad4436bf",6,5,0,5
"726",726,"69e112f785f66398ad4436bf",8,5,0,5
"727",727,"69e112f785f66398ad4436bf",2,5,0,5
"728",728,"69e112f785f66398ad4436bf",7,5,1,7
"729",729,"69e112f785f66398ad4436bf",4,5,0,5
"730",730,"69e112f785f66398ad4436bf",2,5,0,5
"731",731,"69e112f785f66398ad4436bf",7,5,1,7
"732",732,"69e112f785f66398ad4436bf",2,5,0,5
"733",733,"69e112f785f66398ad4436bf",8,5,1,8
"734",734,"69e112f785f66398ad4436bf",4,5,0,5
"735",735,"69e112f785f66398ad4436bf",3,5,1,3
"736",736,"69e112f785f66398ad4436bf",3,5,1,3
"737",737,"69e112f785f66398ad4436bf",3,5,0,5
"738",738,"69e112f785f66398ad4436bf",6,5,1,6
"739",739,"69e112f785f66398ad4436bf",8,5,1,8
"740",740,"69e112f785f66398ad4436bf",6,5,1,6
"741",741,"69e112f785f66398ad4436bf",7,5,1,7
"742",742,"69e112f785f66398ad4436bf",3,5,0,5
"743",743,"69e112f785f66398ad4436bf",8,5,1,8
"744",744,"69e112f785f66398ad4436bf",7,5,0,5
"745",745,"69e112f785f66398ad4436bf",3,5,0,5
"746",746,"69e112f785f66398ad4436bf",3,5,0,5
"747",747,"69e112f785f66398ad4436bf",6,5,0,5
"748",748,"69e112f785f66398ad4436bf",6,5,0,5
"749",749,"69e112f785f66398ad4436bf",8,5,1,8
"750",750,"69e112f785f66398ad4436bf",8,5,1,8
"751",751,"69e112f785f66398ad4436bf",2,5,0,5
"752",752,"69e112f785f66398ad4436bf",4,5,0,5
"753",753,"69e112f785f66398ad4436bf",7,5,1,7
"754",754,"69e112f785f66398ad4436bf",2,5,0,5
"755",755,"69e112f785f66398ad4436bf",4,5,1,4
"756",756,"69e112f785f66398ad4436bf",6,5,1,6
"757",757,"69e112f785f66398ad4436bf",2,5,0,5
"758",758,"69e112f785f66398ad4436bf",6,5,1,6
"759",759,"69e112f785f66398ad4436bf",8,5,1,8
"760",760,"69e112f785f66398ad4436bf",2,5,0,5
"761",761,"69e112f785f66398ad4436bf",6,5,1,6
"762",762,"69e112f785f66398ad4436bf",7,5,1,7
"763",763,"69e112f785f66398ad4436bf",3,5,0,5
"764",764,"69e112f785f66398ad4436bf",4,5,0,5
"765",765,"69e112f785f66398ad4436bf",8,5,1,8
"766",766,"69e112f785f66398ad4436bf",4,5,1,4
"767",767,"69e112f785f66398ad4436bf",8,5,1,8
"768",768,"69e112f785f66398ad4436bf",4,5,0,5
"769",769,"69e112f785f66398ad4436bf",3,5,0,5
"770",770,"69e112f785f66398ad4436bf",3,5,1,3
"771",771,"69e112f785f66398ad4436bf",2,5,0,5
"772",772,"69e112f785f66398ad4436bf",6,5,1,6
"773",773,"69e112f785f66398ad4436bf",7,5,1,7
"774",774,"69e112f785f66398ad4436bf",7,5,1,7
"775",775,"69e112f785f66398ad4436bf",3,5,0,5
"776",776,"69e112f785f66398ad4436bf",2,5,0,5
"777",777,"69e112f785f66398ad4436bf",8,5,1,8
"778",778,"69e112f785f66398ad4436bf",4,5,0,5
"779",779,"69e112f785f66398ad4436bf",8,5,1,8
"780",780,"69e112f785f66398ad4436bf",6,5,0,5
"781",781,"69e112f785f66398ad4436bf",3,5,0,5
"782",782,"69e112f785f66398ad4436bf",4,5,0,5
"783",783,"69e112f785f66398ad4436bf",4,5,0,5
"784",784,"69e112f785f66398ad4436bf",3,5,0,5
"785",785,"69e112f785f66398ad4436bf",6,5,1,6
"786",786,"69e112f785f66398ad4436bf",8,5,1,8
"787",787,"69e112f785f66398ad4436bf",7,5,0,5
"788",788,"69e112f785f66398ad4436bf",7,5,1,7
"789",789,"69e112f785f66398ad4436bf",2,5,0,5
"790",790,"69e112f785f66398ad4436bf",6,5,1,6
"791",791,"69e112f785f66398ad4436bf",7,5,1,7
"792",792,"69e142b895d9393cd23ec58d",7,5,0,5
"793",793,"69e142b895d9393cd23ec58d",7,5,1,7
"794",794,"69e142b895d9393cd23ec58d",4,5,0,5
"795",795,"69e142b895d9393cd23ec58d",7,5,1,7
"796",796,"69e142b895d9393cd23ec58d",2,5,0,5
"797",797,"69e142b895d9393cd23ec58d",6,5,1,6
"798",798,"69e142b895d9393cd23ec58d",8,5,1,8
"799",799,"69e142b895d9393cd23ec58d",2,5,0,5
"800",800,"69e142b895d9393cd23ec58d",3,5,1,3
"801",801,"69e142b895d9393cd23ec58d",3,5,0,5
"802",802,"69e142b895d9393cd23ec58d",3,5,0,5
"803",803,"69e142b895d9393cd23ec58d",2,5,0,5
"804",804,"69e142b895d9393cd23ec58d",6,5,0,5
"805",805,"69e142b895d9393cd23ec58d",6,5,1,6
"806",806,"69e142b895d9393cd23ec58d",4,5,1,4
"807",807,"69e142b895d9393cd23ec58d",8,5,1,8
"808",808,"69e142b895d9393cd23ec58d",2,5,0,5
"809",809,"69e142b895d9393cd23ec58d",4,5,0,5
"810",810,"69e142b895d9393cd23ec58d",3,5,0,5
"811",811,"69e142b895d9393cd23ec58d",3,5,1,3
"812",812,"69e142b895d9393cd23ec58d",7,5,0,5
"813",813,"69e142b895d9393cd23ec58d",7,5,1,7
"814",814,"69e142b895d9393cd23ec58d",2,5,0,5
"815",815,"69e142b895d9393cd23ec58d",4,5,1,4
"816",816,"69e142b895d9393cd23ec58d",6,5,1,6
"817",817,"69e142b895d9393cd23ec58d",8,5,1,8
"818",818,"69e142b895d9393cd23ec58d",8,5,1,8
"819",819,"69e142b895d9393cd23ec58d",6,5,1,6
"820",820,"69e142b895d9393cd23ec58d",6,5,0,5
"821",821,"69e142b895d9393cd23ec58d",2,5,0,5
"822",822,"69e142b895d9393cd23ec58d",4,5,0,5
"823",823,"69e142b895d9393cd23ec58d",7,5,1,7
"824",824,"69e142b895d9393cd23ec58d",6,5,0,5
"825",825,"69e142b895d9393cd23ec58d",7,5,0,5
"826",826,"69e142b895d9393cd23ec58d",3,5,0,5
"827",827,"69e142b895d9393cd23ec58d",3,5,0,5
"828",828,"69e142b895d9393cd23ec58d",8,5,1,8
"829",829,"69e142b895d9393cd23ec58d",4,5,1,4
"830",830,"69e142b895d9393cd23ec58d",4,5,0,5
"831",831,"69e142b895d9393cd23ec58d",7,5,1,7
"832",832,"69e142b895d9393cd23ec58d",8,5,0,5
"833",833,"69e142b895d9393cd23ec58d",2,5,0,5
"834",834,"69e142b895d9393cd23ec58d",2,5,0,5
"835",835,"69e142b895d9393cd23ec58d",6,5,1,6
"836",836,"69e142b895d9393cd23ec58d",2,5,0,5
"837",837,"69e142b895d9393cd23ec58d",3,5,0,5
"838",838,"69e142b895d9393cd23ec58d",6,5,0,5
"839",839,"69e142b895d9393cd23ec58d",6,5,1,6
"840",840,"69e142b895d9393cd23ec58d",4,5,0,5
"841",841,"69e142b895d9393cd23ec58d",6,5,0,5
"842",842,"69e142b895d9393cd23ec58d",4,5,1,4
"843",843,"69e142b895d9393cd23ec58d",3,5,0,5
"844",844,"69e142b895d9393cd23ec58d",2,5,0,5
"845",845,"69e142b895d9393cd23ec58d",8,5,0,5
"846",846,"69e142b895d9393cd23ec58d",8,5,0,5
"847",847,"69e142b895d9393cd23ec58d",7,5,1,7
"848",848,"69e142b895d9393cd23ec58d",7,5,1,7
"849",849,"69e142b895d9393cd23ec58d",3,5,1,3
"850",850,"69e142b895d9393cd23ec58d",7,5,1,7
"851",851,"69e142b895d9393cd23ec58d",4,5,0,5
"852",852,"69e142b895d9393cd23ec58d",2,5,0,5
"853",853,"69e142b895d9393cd23ec58d",6,5,1,6
"854",854,"69e142b895d9393cd23ec58d",2,5,0,5
"855",855,"69e142b895d9393cd23ec58d",8,5,0,5
"856",856,"69e142b895d9393cd23ec58d",7,5,1,7
"857",857,"69e142b895d9393cd23ec58d",6,5,0,5
"858",858,"69e142b895d9393cd23ec58d",4,5,1,4
"859",859,"69e142b895d9393cd23ec58d",8,5,1,8
"860",860,"69e142b895d9393cd23ec58d",6,5,0,5
"861",861,"69e142b895d9393cd23ec58d",2,5,0,5
"862",862,"69e142b895d9393cd23ec58d",2,5,0,5
"863",863,"69e142b895d9393cd23ec58d",3,5,0,5
"864",864,"69e142b895d9393cd23ec58d",8,5,1,8
"865",865,"69e142b895d9393cd23ec58d",6,5,0,5
"866",866,"69e142b895d9393cd23ec58d",4,5,0,5
"867",867,"69e142b895d9393cd23ec58d",3,5,0,5
"868",868,"69e142b895d9393cd23ec58d",7,5,0,5
"869",869,"69e142b895d9393cd23ec58d",4,5,0,5
"870",870,"69e142b895d9393cd23ec58d",3,5,1,3
"871",871,"69e142b895d9393cd23ec58d",2,5,0,5
"872",872,"69e142b895d9393cd23ec58d",6,5,0,5
"873",873,"69e142b895d9393cd23ec58d",4,5,0,5
"874",874,"69e142b895d9393cd23ec58d",8,5,1,8
"875",875,"69e142b895d9393cd23ec58d",3,5,0,5
"876",876,"69e142b895d9393cd23ec58d",8,5,1,8
"877",877,"69e142b895d9393cd23ec58d",7,5,0,5
"878",878,"69e142b895d9393cd23ec58d",3,5,0,5
"879",879,"69e142b895d9393cd23ec58d",2,5,0,5
"880",880,"69e142b895d9393cd23ec58d",2,5,0,5
"881",881,"69e142b895d9393cd23ec58d",6,5,0,5
"882",882,"69e142b895d9393cd23ec58d",7,5,1,7
"883",883,"69e142b895d9393cd23ec58d",4,5,0,5
"884",884,"69e142b895d9393cd23ec58d",8,5,0,5
"885",885,"69e142b895d9393cd23ec58d",3,5,0,5
"886",886,"69e142b895d9393cd23ec58d",6,5,0,5
"887",887,"69e142b895d9393cd23ec58d",8,5,1,8
"888",888,"69e142b895d9393cd23ec58d",4,5,1,4
"889",889,"69e142b895d9393cd23ec58d",8,5,1,8
"890",890,"69e142b895d9393cd23ec58d",7,5,1,7
"891",891,"69e142b895d9393cd23ec58d",4,5,0,5
"892",892,"69e142b895d9393cd23ec58d",3,5,0,5
"893",893,"69e142b895d9393cd23ec58d",8,5,1,8
"894",894,"69e142b895d9393cd23ec58d",7,5,0,5
"895",895,"69e142b895d9393cd23ec58d",2,5,0,5
"896",896,"69e142b895d9393cd23ec58d",2,5,0,5
"897",897,"69e142b895d9393cd23ec58d",7,5,1,7
"898",898,"69e142b895d9393cd23ec58d",6,5,0,5
"899",899,"69e142b895d9393cd23ec58d",3,5,1,3
"900",900,"69e142b895d9393cd23ec58d",4,5,0,5
"901",901,"69e142b895d9393cd23ec58d",6,5,1,6
"902",902,"69e142b895d9393cd23ec58d",8,5,1,8
"903",903,"69e142b895d9393cd23ec58d",7,5,1,7
"904",904,"69e142b895d9393cd23ec58d",4,5,1,4
"905",905,"69e142b895d9393cd23ec58d",2,5,1,2
"906",906,"69e142b895d9393cd23ec58d",4,5,1,4
"907",907,"69e142b895d9393cd23ec58d",2,5,0,5
"908",908,"69e142b895d9393cd23ec58d",8,5,0,5
"909",909,"69e142b895d9393cd23ec58d",7,5,0,5
"910",910,"69e142b895d9393cd23ec58d",8,5,0,5
"911",911,"69e142b895d9393cd23ec58d",6,5,0,5
"912",912,"69e142b895d9393cd23ec58d",7,5,1,7
"913",913,"69e142b895d9393cd23ec58d",4,5,0,5
"914",914,"69e142b895d9393cd23ec58d",6,5,0,5
"915",915,"69e142b895d9393cd23ec58d",3,5,0,5
"916",916,"69e142b895d9393cd23ec58d",3,5,0,5
"917",917,"69e142b895d9393cd23ec58d",3,5,0,5
"918",918,"69e142b895d9393cd23ec58d",6,5,0,5
"919",919,"69e3fcb057c5f6b0cb34a3c0",3,5,0,5
"920",920,"69e3fcb057c5f6b0cb34a3c0",8,5,1,8
"921",921,"69e3fcb057c5f6b0cb34a3c0",8,5,1,8
"922",922,"69e3fcb057c5f6b0cb34a3c0",6,5,1,6
"923",923,"69e3fcb057c5f6b0cb34a3c0",7,5,1,7
"924",924,"69e3fcb057c5f6b0cb34a3c0",2,5,0,5
"925",925,"69e3fcb057c5f6b0cb34a3c0",4,5,1,4
"926",926,"69e3fcb057c5f6b0cb34a3c0",8,5,1,8
"927",927,"69e3fcb057c5f6b0cb34a3c0",3,5,0,5
"928",928,"69e3fcb057c5f6b0cb34a3c0",2,5,0,5
"929",929,"69e3fcb057c5f6b0cb34a3c0",7,5,1,7
"930",930,"69e3fcb057c5f6b0cb34a3c0",6,5,1,6
"931",931,"69e3fcb057c5f6b0cb34a3c0",2,5,0,5
"932",932,"69e3fcb057c5f6b0cb34a3c0",3,5,0,5
